set,case,env,f0,L,engine,amp_shape_mean_db,amp_shape_max_db,spur_db,nmr_proxy_db
std,iy-330Hz,iy,330,12,lsp-allpass-csd2,6.154,13.253,-29.81,-6.41
std,iy-330Hz,iy,330,12,svf-csd3,2.801,7.426,-33.43,-8.26
std,iy-330Hz,iy,330,12,svf-csd2,3.47,8.802,-33.16,-7.75
std,iy-330Hz,iy,330,12,parallel-sos-csd3,2.734,7.998,-32.29,-7.46
std,iy-330Hz,iy,330,12,parallel-sos-noise,5.809,17.839,-24.33,2.62
std,iy-330Hz,iy,330,12,ks-period-iir,2.787,6.795,-32.09,-8.31
std,iy-400Hz,iy,400,9,osc-bank,0.0,0.0,-94.74,-102.16
std,iy-400Hz,iy,400,9,impulse-iir,1.131,3.756,-94.64,-12.68
std,iy-400Hz,iy,400,9,impulse-iir-csd-sos,3.078,7.481,-94.7,-4.82
std,iy-400Hz,iy,400,9,meander-sq,3.395,15.339,-69.64,-1.63
std,iy-400Hz,iy,400,9,meander-tri,3.997,14.395,-94.72,3.02
std,iy-400Hz,iy,400,9,cycle-replay,0.0,0.0,-94.71,-238.38
std,iy-400Hz,iy,400,9,cycle-replay-2x,0.0,0.0,-94.71,-241.31
std,iy-400Hz,iy,400,9,meander-sq-bl-exact,0.0,0.0,-94.64,-97.63
std,iy-400Hz,iy,400,9,meander-tri-bl-exact,0.0,0.0,-94.64,-97.63
std,iy-400Hz,iy,400,9,meander-sq-mip-table,0.814,4.91,-93.29,-18.66
std,iy-400Hz,iy,400,9,meander-sq-mip-lin,0.104,0.473,-94.64,-31.85
std,iy-400Hz,iy,400,9,meander-sq-blep,1.828,5.24,-94.65,-11.2
std,iy-400Hz,iy,400,9,cr-rt-full,0.221,0.548,-94.71,-30.03
std,iy-400Hz,iy,400,9,cr-rt-inc,0.221,0.548,-94.71,-30.03
std,iy-400Hz,iy,400,9,cr-rt-inc-1db,0.221,0.548,-94.71,-30.03
std,iy-400Hz,iy,400,9,cr-rt-inc-m2,0.221,0.548,-94.71,-30.03
std,iy-400Hz,iy,400,9,cr-rt-nn,1.214,4.135,-94.71,-14.44
std,iy-400Hz,iy,400,9,kl-lattice-csd3,0.944,3.493,-94.65,-13.54
std,iy-400Hz,iy,400,9,lsp-allpass-csd3,1.044,3.818,-94.64,-12.75
std,iy-400Hz,iy,400,9,lsp-allpass-csd2,3.073,8.624,-94.64,-3.41
std,iy-400Hz,iy,400,9,svf-csd3,1.34,4.111,-94.68,-11.53
std,iy-400Hz,iy,400,9,svf-csd2,2.564,8.626,-94.68,-7.61
std,iy-400Hz,iy,400,9,parallel-sos-csd3,1.723,5.97,-94.68,-8.15
std,iy-400Hz,iy,400,9,parallel-sos-noise,6.427,15.587,-25.92,0.78
std,iy-400Hz,iy,400,9,ks-period-iir,1.131,3.756,-94.64,-12.68
std,uw-50Hz,uw,50,79,osc-bank,0.0,0.0,-95.91,-107.69
std,uw-50Hz,uw,50,79,impulse-iir,0.182,0.412,-95.98,-30.99
std,uw-50Hz,uw,50,79,impulse-iir-csd-sos,0.288,0.527,-96.02,-27.84
std,uw-50Hz,uw,50,79,meander-sq,10.101,28.552,-96.82,12.74
std,uw-50Hz,uw,50,79,meander-tri,8.382,27.634,-96.88,10.47
std,uw-50Hz,uw,50,79,cycle-replay,0.0,0.0,-95.84,-234.67
std,uw-50Hz,uw,50,79,cycle-replay-2x,0.0,0.0,-95.84,-238.91
std,uw-50Hz,uw,50,79,meander-sq-bl-exact,0.0,0.0,-96.7,-84.54
std,uw-50Hz,uw,50,79,meander-tri-bl-exact,0.0,0.0,-96.7,-84.54
std,uw-50Hz,uw,50,79,meander-sq-mip-table,4.099,22.351,-96.7,2.81
std,uw-50Hz,uw,50,79,meander-sq-mip-lin,2.875,61.558,-96.7,-19.8
std,uw-50Hz,uw,50,79,meander-sq-blep,2.39,18.881,-96.7,-2.97
std,uw-50Hz,uw,50,79,cr-rt-full,0.071,0.349,-95.84,-42.52
std,uw-50Hz,uw,50,79,cr-rt-inc,0.071,0.349,-95.84,-42.28
std,uw-50Hz,uw,50,79,cr-rt-inc-1db,0.071,0.349,-95.84,-42.01
std,uw-50Hz,uw,50,79,cr-rt-inc-m2,0.071,0.349,-95.84,-42.28
std,uw-50Hz,uw,50,79,cr-rt-nn,3.458,16.647,-95.84,-5.44
std,uw-50Hz,uw,50,79,kl-lattice-csd3,0.42,1.33,-95.9,-25.06
std,uw-50Hz,uw,50,79,lsp-allpass-csd3,0.315,1.742,-96.0,-24.09
std,uw-50Hz,uw,50,79,lsp-allpass-csd2,2.768,12.316,-28.14,-2.5
std,uw-50Hz,uw,50,79,svf-csd3,0.209,0.513,-95.64,-29.15
std,uw-50Hz,uw,50,79,svf-csd2,1.242,4.73,-95.68,-12.9
std,uw-50Hz,uw,50,79,parallel-sos-csd3,0.605,2.5,-96.01,-25.15
std,uw-50Hz,uw,50,79,parallel-sos-noise,2.86,21.388,-51.58,-12.54
std,uw-50Hz,uw,50,79,ks-period-iir,0.182,0.412,-95.98,-30.99
std,uw-80Hz,uw,80,49,osc-bank,0.0,0.0,-94.34,-100.06
std,uw-80Hz,uw,80,49,impulse-iir,0.37,1.196,-94.51,-23.27
std,uw-80Hz,uw,80,49,impulse-iir-csd-sos,0.538,1.48,-94.54,-20.49
std,uw-80Hz,uw,80,49,meander-sq,10.419,25.489,-59.03,13.03
std,uw-80Hz,uw,80,49,meander-tri,8.681,27.398,-94.36,10.44
std,uw-80Hz,uw,80,49,cycle-replay,0.0,0.0,-94.38,-245.95
std,uw-80Hz,uw,80,49,cycle-replay-2x,0.0,0.0,-94.38,-250.17
std,uw-80Hz,uw,80,49,meander-sq-bl-exact,0.0,0.0,-94.69,-88.48
std,uw-80Hz,uw,80,49,meander-tri-bl-exact,0.0,0.0,-94.69,-88.48
std,uw-80Hz,uw,80,49,meander-sq-mip-table,3.216,20.534,-83.23,2.34
std,uw-80Hz,uw,80,49,meander-sq-mip-lin,2.565,13.939,-94.69,-18.13
std,uw-80Hz,uw,80,49,meander-sq-blep,3.043,31.973,-94.69,-1.59
std,uw-80Hz,uw,80,49,cr-rt-full,0.062,0.242,-94.38,-37.4
std,uw-80Hz,uw,80,49,cr-rt-inc,0.062,0.24,-94.38,-37.39
std,uw-80Hz,uw,80,49,cr-rt-inc-1db,0.062,0.24,-94.38,-37.32
std,uw-80Hz,uw,80,49,cr-rt-inc-m2,0.062,0.24,-94.38,-37.39
std,uw-80Hz,uw,80,49,cr-rt-nn,2.817,18.105,-94.38,-3.22
std,uw-80Hz,uw,80,49,kl-lattice-csd3,0.607,1.381,-94.48,-20.89
std,uw-80Hz,uw,80,49,lsp-allpass-csd3,0.363,1.259,-94.48,-21.83
std,uw-80Hz,uw,80,49,lsp-allpass-csd2,2.09,9.607,-32.64,-5.05
std,uw-80Hz,uw,80,49,svf-csd3,0.44,1.216,-94.62,-23.14
std,uw-80Hz,uw,80,49,svf-csd2,1.221,4.589,-94.67,-11.28
std,uw-80Hz,uw,80,49,parallel-sos-csd3,0.424,1.373,-94.53,-22.13
std,uw-80Hz,uw,80,49,parallel-sos-noise,2.784,14.526,-52.53,-13.19
std,uw-80Hz,uw,80,49,ks-period-iir,0.37,1.196,-94.51,-23.27
std,uw-120Hz,uw,120,33,osc-bank,0.0,0.0,-94.29,-109.58
std,uw-120Hz,uw,120,33,impulse-iir,0.905,1.913,-48.49,-17.55
std,uw-120Hz,uw,120,33,impulse-iir-csd-sos,1.348,2.66,-50.35,-16.35
std,uw-120Hz,uw,120,33,meander-sq,7.613,22.154,-22.57,12.62
std,uw-120Hz,uw,120,33,meander-tri,7.583,37.352,-36.76,9.82
std,uw-120Hz,uw,120,33,cycle-replay,0.876,2.458,-48.89,-24.08
std,uw-120Hz,uw,120,33,cycle-replay-2x,0.218,0.598,-61.87,-35.67
std,uw-120Hz,uw,120,33,meander-sq-bl-exact,0.0,0.0,-94.14,-89.94
std,uw-120Hz,uw,120,33,meander-tri-bl-exact,0.0,0.0,-94.14,-89.94
std,uw-120Hz,uw,120,33,meander-sq-mip-table,6.442,30.412,-37.97,3.61
std,uw-120Hz,uw,120,33,meander-sq-mip-lin,1.786,15.575,-60.67,-18.98
std,uw-120Hz,uw,120,33,meander-sq-blep,1.0,3.365,-32.88,-3.37
std,uw-120Hz,uw,120,33,cr-rt-full,0.058,0.155,-73.96,-43.06
std,uw-120Hz,uw,120,33,cr-rt-inc,0.058,0.155,-73.96,-42.86
std,uw-120Hz,uw,120,33,cr-rt-inc-1db,0.058,0.155,-73.96,-42.86
std,uw-120Hz,uw,120,33,cr-rt-inc-m2,0.058,0.155,-73.96,-42.86
std,uw-120Hz,uw,120,33,cr-rt-nn,0.881,3.422,-40.59,-8.33
std,uw-120Hz,uw,120,33,kl-lattice-csd3,1.195,2.157,-47.92,-16.15
std,uw-120Hz,uw,120,33,lsp-allpass-csd3,0.957,2.161,-48.14,-16.81
std,uw-120Hz,uw,120,33,lsp-allpass-csd2,1.902,9.545,-21.13,-3.83
std,uw-120Hz,uw,120,33,svf-csd3,0.939,2.141,-48.6,-17.52
std,uw-120Hz,uw,120,33,svf-csd2,1.418,3.62,-45.66,-12.6
std,uw-120Hz,uw,120,33,parallel-sos-csd3,1.677,3.468,-50.4,-15.57
std,uw-120Hz,uw,120,33,parallel-sos-noise,3.907,13.72,-50.32,-11.8
std,uw-120Hz,uw,120,33,ks-period-iir,0.914,2.369,-48.65,-17.08
std,uw-180Hz,uw,180,22,osc-bank,0.0,0.0,-94.44,-100.14
std,uw-180Hz,uw,180,22,impulse-iir,1.178,2.916,-50.84,-15.7
std,uw-180Hz,uw,180,22,impulse-iir-csd-sos,1.152,2.799,-49.97,-14.88
std,uw-180Hz,uw,180,22,meander-sq,4.365,22.23,-21.94,11.85
std,uw-180Hz,uw,180,22,meander-tri,8.013,28.549,-39.36,9.52
std,uw-180Hz,uw,180,22,cycle-replay,1.024,2.883,-47.55,-23.49
std,uw-180Hz,uw,180,22,cycle-replay-2x,0.247,0.687,-60.87,-35.94
std,uw-180Hz,uw,180,22,meander-sq-bl-exact,0.0,0.0,-94.64,-95.94
std,uw-180Hz,uw,180,22,meander-tri-bl-exact,0.0,0.0,-94.64,-95.94
std,uw-180Hz,uw,180,22,meander-sq-mip-table,6.554,29.409,-33.77,3.51
std,uw-180Hz,uw,180,22,meander-sq-mip-lin,2.964,19.795,-53.7,-19.13
std,uw-180Hz,uw,180,22,meander-sq-blep,1.022,2.914,-33.42,-5.34
std,uw-180Hz,uw,180,22,cr-rt-full,0.1,0.263,-67.17,-38.25
std,uw-180Hz,uw,180,22,cr-rt-inc,0.1,0.263,-67.17,-38.25
std,uw-180Hz,uw,180,22,cr-rt-inc-1db,0.1,0.263,-67.17,-38.25
std,uw-180Hz,uw,180,22,cr-rt-inc-m2,0.1,0.263,-67.17,-38.25
std,uw-180Hz,uw,180,22,cr-rt-nn,1.445,7.781,-35.93,-5.9
std,uw-180Hz,uw,180,22,kl-lattice-csd3,1.159,2.916,-51.02,-15.42
std,uw-180Hz,uw,180,22,lsp-allpass-csd3,1.292,3.022,-50.62,-14.75
std,uw-180Hz,uw,180,22,lsp-allpass-csd2,1.749,6.848,-28.91,-6.73
std,uw-180Hz,uw,180,22,svf-csd3,1.205,3.478,-51.28,-15.96
std,uw-180Hz,uw,180,22,svf-csd2,2.233,8.031,-47.14,-4.14
std,uw-180Hz,uw,180,22,parallel-sos-csd3,0.808,2.429,-50.11,-15.84
std,uw-180Hz,uw,180,22,parallel-sos-noise,2.936,12.173,-49.68,-12.26
std,uw-180Hz,uw,180,22,ks-period-iir,1.241,4.083,-46.58,-17.0
std,uw-250Hz,uw,250,15,osc-bank,0.0,0.0,-94.69,-97.58
std,uw-250Hz,uw,250,15,impulse-iir,1.212,2.827,-94.65,-13.9
std,uw-250Hz,uw,250,15,impulse-iir-csd-sos,2.622,6.232,-94.71,-5.98
std,uw-250Hz,uw,250,15,meander-sq,9.915,27.449,-94.57,12.0
std,uw-250Hz,uw,250,15,meander-tri,9.374,23.78,-94.69,9.01
std,uw-250Hz,uw,250,15,cycle-replay,0.0,0.0,-94.72,-270.09
std,uw-250Hz,uw,250,15,cycle-replay-2x,0.0,0.0,-94.72,-270.09
std,uw-250Hz,uw,250,15,meander-sq-bl-exact,0.0,0.0,-94.55,-93.39
std,uw-250Hz,uw,250,15,meander-tri-bl-exact,0.0,0.0,-94.55,-93.39
std,uw-250Hz,uw,250,15,meander-sq-mip-table,0.003,0.016,-94.55,-12.48
std,uw-250Hz,uw,250,15,meander-sq-mip-lin,0.003,0.015,-94.55,-72.88
std,uw-250Hz,uw,250,15,meander-sq-blep,2.783,13.691,-94.55,-2.8
std,uw-250Hz,uw,250,15,cr-rt-full,0.0,0.0,-94.72,-51.74
std,uw-250Hz,uw,250,15,cr-rt-inc,0.0,0.0,-94.72,-51.74
std,uw-250Hz,uw,250,15,cr-rt-inc-1db,0.0,0.0,-94.72,-47.75
std,uw-250Hz,uw,250,15,cr-rt-inc-m2,0.0,0.0,-94.72,-51.74
std,uw-250Hz,uw,250,15,cr-rt-nn,0.0,0.0,-94.72,-51.74
std,uw-250Hz,uw,250,15,kl-lattice-csd3,1.476,2.555,-94.65,-13.56
std,uw-250Hz,uw,250,15,lsp-allpass-csd3,1.648,3.688,-94.66,-11.4
std,uw-250Hz,uw,250,15,lsp-allpass-csd2,2.335,8.034,-94.7,-3.83
std,uw-250Hz,uw,250,15,svf-csd3,1.717,2.835,-94.65,-12.42
std,uw-250Hz,uw,250,15,svf-csd2,1.708,3.166,-94.64,-12.27
std,uw-250Hz,uw,250,15,parallel-sos-csd3,2.119,6.161,-94.68,-9.12
std,uw-250Hz,uw,250,15,parallel-sos-noise,3.688,9.048,-52.86,-7.24
std,uw-250Hz,uw,250,15,ks-period-iir,1.212,2.827,-94.65,-13.9
std,uw-330Hz,uw,330,12,osc-bank,0.0,0.0,-94.71,-92.64
std,uw-330Hz,uw,330,12,impulse-iir,1.795,3.934,-50.46,-8.94
std,uw-330Hz,uw,330,12,impulse-iir-csd-sos,1.518,3.298,-50.71,-11.39
std,uw-330Hz,uw,330,12,meander-sq,0.337,1.241,-22.29,15.81
std,uw-330Hz,uw,330,12,meander-tri,7.963,21.242,-41.63,10.43
std,uw-330Hz,uw,330,12,cycle-replay,0.959,2.443,-54.46,-23.29
std,uw-330Hz,uw,330,12,cycle-replay-2x,0.236,0.599,-66.87,-34.56
std,uw-330Hz,uw,330,12,meander-sq-bl-exact,0.0,0.0,-94.64,-85.46
std,uw-330Hz,uw,330,12,meander-tri-bl-exact,0.0,0.0,-94.64,-85.46
std,uw-330Hz,uw,330,12,meander-sq-mip-table,6.92,22.02,-35.18,8.91
std,uw-330Hz,uw,330,12,meander-sq-mip-lin,3.025,12.162,-53.64,-15.42
std,uw-330Hz,uw,330,12,meander-sq-blep,0.941,2.4,-31.4,1.36
std,uw-330Hz,uw,330,12,cr-rt-full,0.132,0.335,-71.93,-34.44
std,uw-330Hz,uw,330,12,cr-rt-inc,0.132,0.335,-71.93,-34.44
std,uw-330Hz,uw,330,12,cr-rt-inc-1db,0.132,0.335,-71.93,-34.44
std,uw-330Hz,uw,330,12,cr-rt-inc-m2,0.132,0.335,-71.93,-34.44
std,uw-330Hz,uw,330,12,cr-rt-nn,0.066,0.168,-35.96,0.36
std,uw-330Hz,uw,330,12,kl-lattice-csd3,1.696,3.826,-50.51,-10.27
std,uw-330Hz,uw,330,12,lsp-allpass-csd3,1.798,4.388,-50.77,-8.98
std,uw-330Hz,uw,330,12,lsp-allpass-csd2,2.097,5.074,-50.96,-6.1
std,uw-330Hz,uw,330,12,svf-csd3,1.846,4.17,-50.5,-8.29
std,uw-330Hz,uw,330,12,svf-csd2,4.168,7.673,-51.16,-0.88
std,uw-330Hz,uw,330,12,parallel-sos-csd3,1.285,3.458,-50.77,-11.11
std,uw-330Hz,uw,330,12,parallel-sos-noise,2.964,8.102,-50.81,-9.79
std,uw-330Hz,uw,330,12,ks-period-iir,1.635,3.596,-54.47,-9.76
std,uw-400Hz,uw,400,9,osc-bank,0.0,0.0,-94.74,-96.25
std,uw-400Hz,uw,400,9,impulse-iir,1.553,4.863,-94.72,-8.52
std,uw-400Hz,uw,400,9,impulse-iir-csd-sos,1.129,2.843,-94.72,-14.12
std,uw-400Hz,uw,400,9,meander-sq,9.807,25.499,-50.45,10.84
std,uw-400Hz,uw,400,9,meander-tri,8.755,26.793,-94.74,12.33
std,uw-400Hz,uw,400,9,cycle-replay,0.0,0.0,-94.73,-249.78
std,uw-400Hz,uw,400,9,cycle-replay-2x,0.0,0.0,-94.73,-254.06
std,uw-400Hz,uw,400,9,meander-sq-bl-exact,0.0,0.0,-94.6,-88.33
std,uw-400Hz,uw,400,9,meander-tri-bl-exact,0.0,0.0,-94.6,-88.33
std,uw-400Hz,uw,400,9,meander-sq-mip-table,2.793,10.876,-74.54,-3.83
std,uw-400Hz,uw,400,9,meander-sq-mip-lin,1.717,7.847,-94.6,-21.23
std,uw-400Hz,uw,400,9,meander-sq-blep,1.616,3.839,-94.61,-6.05
std,uw-400Hz,uw,400,9,cr-rt-full,0.092,0.26,-94.73,-44.24
std,uw-400Hz,uw,400,9,cr-rt-inc,0.092,0.26,-94.73,-44.24
std,uw-400Hz,uw,400,9,cr-rt-inc-1db,0.092,0.26,-94.73,-44.24
std,uw-400Hz,uw,400,9,cr-rt-inc-m2,0.092,0.26,-94.73,-44.24
std,uw-400Hz,uw,400,9,cr-rt-nn,2.728,10.694,-94.73,-8.11
std,uw-400Hz,uw,400,9,kl-lattice-csd3,1.323,4.25,-94.72,-10.04
std,uw-400Hz,uw,400,9,lsp-allpass-csd3,1.498,4.916,-94.7,-8.41
std,uw-400Hz,uw,400,9,lsp-allpass-csd2,3.028,7.31,-34.33,-3.44
std,uw-400Hz,uw,400,9,svf-csd3,1.419,4.049,-94.65,-10.46
std,uw-400Hz,uw,400,9,svf-csd2,3.184,8.99,-94.65,-0.89
std,uw-400Hz,uw,400,9,parallel-sos-csd3,1.002,2.902,-94.72,-13.99
std,uw-400Hz,uw,400,9,parallel-sos-noise,2.013,3.968,-60.15,-13.01
std,uw-400Hz,uw,400,9,ks-period-iir,1.553,4.863,-94.72,-8.52
